annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,prompt_variant
3847,1924,gpt-4o-2024-08-06,tweet,"School vouchers, signed into law last year by Florida Governor Ron DeSantis, is attributed to the surge in Catholic school enrollment in Miami. 
https://t.co/hlWtyf17Ot",8,2026-03-16 22:35:20,20260316_1530,1,The tweet does not contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional language.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional language.,1,The tweet does not contain language opposing bipartisanship or emotional language.,1,The tweet does not contain language that indicates social distrust or emotional language.,1,The tweet does not contain language that indicates social distance or emotional language.,1,The tweet does not present a biased evaluation of politicized facts or contain emotional language.,A
3848,1924,gpt-4o-2024-08-06,tweet,"School vouchers, signed into law last year by Florida Governor Ron DeSantis, is attributed to the surge in Catholic school enrollment in Miami. 
https://t.co/hlWtyf17Ot",8,2026-03-16 22:35:25,20260316_1530,1,The tweet does not contain negative affect directed toward members of the opposing political party.,1,"The tweet does not show support for undemocratic practices or contain partisan name-calling, emotion, or exaggeration.",1,The tweet does not show approval of forceful or threatening tactics directed at members of the opposing party.,1,"The tweet does not show support for undemocratic candidates or contain partisan name-calling, emotion, or exaggeration.",1,The tweet does not show unwillingness to engage in cross-party cooperation.,1,The tweet does not express generalized interpersonal suspicion.,1,The tweet does not express preference for limiting personal or social contact with those affiliated with the opposing party.,1,The tweet does not distort factual claims or contain emotion or exaggeration.,B
3849,1925,gpt-4o-2024-08-06,tweet,"I think this👇🏻sums it up pretty well. America has been subjected to Donald Trump’s bullying, lying, name calling &amp; threats to our democracy &amp; freedoms for over 8 years. Enough is enough!

Vote for @KamalaHarris &amp; @Tim_Walz. 

#KamalaBringsUsJoy #WeAreNotGoingBack @KamalaHQ https://t.co/7R0iuLKHPi",14,2026-03-16 22:35:30,20260316_1530,2,"The tweet includes partisan name-calling and emotion, referring to Trump as a bully and liar.",2,"The tweet accuses Trump of threats to democracy, showing emotion but not explicit support for undemocratic practices.",1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,The tweet uses emotional language that could reduce trust in cross-partisan collaboration.,2,The tweet uses emotional language that could reduce social trust.,2,"The tweet uses terms that increase distrust and emotion, but not events that damage communities.",2,The tweet presents a partisan stance with emotional language against Trump.,A
3850,1925,gpt-4o-2024-08-06,tweet,"I think this👇🏻sums it up pretty well. America has been subjected to Donald Trump’s bullying, lying, name calling &amp; threats to our democracy &amp; freedoms for over 8 years. Enough is enough!

Vote for @KamalaHarris &amp; @Tim_Walz. 

#KamalaBringsUsJoy #WeAreNotGoingBack @KamalaHQ https://t.co/7R0iuLKHPi",13,2026-03-16 22:35:37,20260316_1530,2,"The tweet includes emotion and exaggeration by describing Trump's actions as 'bullying, lying, name calling & threats to our democracy'.",2,The tweet does not endorse norm-violating conduct but includes emotion and exaggeration in its criticism of Trump.,1,There is no support for partisan violence or aggression in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet includes emotion and exaggeration in its criticism of Trump, which may imply a rejection of cooperation.",2,"The tweet includes emotion and exaggeration, reducing trust in Trump.",1,The tweet does not express a preference for limiting contact with opposing party members.,2,The tweet partially presents political facts with a partisan stance against Trump.,B
3851,1926,gpt-4o-2024-08-06,tweet,"WALZ: Violent rioters who burn down buildings and ransack businesses are just ""rightfully angry at a system that does not serve them"" https://t.co/YjcHaLyToJ",10,2026-03-16 22:35:42,20260316_1530,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,2,The tweet references violence but does not explicitly support it; emotional language is present.,1,No support for undemocratic candidates is expressed.,1,No opposition to bipartisanship or emotional exaggeration present.,1,No social distrust or emotional exaggeration present.,2,"The tweet references violence, which can increase social distance.",1,No biased evaluation of politicized facts or emotional exaggeration present.,A
3852,1926,gpt-4o-2024-08-06,tweet,"WALZ: Violent rioters who burn down buildings and ransack businesses are just ""rightfully angry at a system that does not serve them"" https://t.co/YjcHaLyToJ",11,2026-03-16 22:35:46,20260316_1530,1,No partisan name-calling or emotional exaggeration directed at a political party.,2,Emotion or exaggeration present in describing rioters as 'rightfully angry'.,2,Emotion or exaggeration present in the description of rioters.,1,No support for undemocratic candidates or behaviors.,1,No name-calling or emotional language reducing trust in cross-party cooperation.,1,No generalized suspicion or distrust expressed.,1,No terms increasing distrust or preference for avoiding outparty members.,2,Emotion or exaggeration in the portrayal of rioters' motivations.,B
3853,1927,gpt-4o-2024-08-06,reply,@MikeNellis @Authentic_HQ Turn over your documents,8,2026-03-16 22:35:50,20260316_1530,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,A
3854,1927,gpt-4o-2024-08-06,reply,@MikeNellis @Authentic_HQ Turn over your documents,8,2026-03-16 22:35:55,20260316_1530,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No name-calling or emotional language present.,1,No name-calling or emotional language present.,1,No terms that increase distrust or emotional language present.,1,No partisan distortion of factual claims or emotional language present.,B
3855,1928,gpt-4o-2024-08-06,reply,"@C__Herridge Our government has gone rogue. They are violating the Federal law knowingly to allow illegal aliens to cross the border undetected. 

At the same time the Federal Government by Executive Order has been charged with registering voters, including illegal aliens, in order to sway",13,2026-03-16 22:36:01,20260316_1530,2,Emotion or exaggeration is present with phrases like 'gone rogue' and 'violating the Federal law knowingly'.,2,Emotion or exaggeration is present with claims of 'violating the Federal law knowingly'.,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,Emotion or exaggeration is present with 'gone rogue' and 'violating the Federal law knowingly'.,2,Emotion or exaggeration is present with 'gone rogue' and 'violating the Federal law knowingly'.,1,"No terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination are present.",2,"Emotion or exaggeration is present with claims of 'violating the Federal law knowingly' and 'registering voters, including illegal aliens'.",A
3856,1928,gpt-4o-2024-08-06,reply,"@C__Herridge Our government has gone rogue. They are violating the Federal law knowingly to allow illegal aliens to cross the border undetected. 

At the same time the Federal Government by Executive Order has been charged with registering voters, including illegal aliens, in order to sway",16,2026-03-16 22:36:06,20260316_1530,2,Emotion or exaggeration is present with phrases like 'gone rogue'.,3,"Claims of violating federal law and registering illegal aliens to sway elections show support for undemocratic practices, with emotion or exaggeration.",1,No support for partisan violence is present.,1,No support for undemocratic candidates is present.,2,Emotion or exaggeration is present with phrases like 'gone rogue'.,2,Emotion or exaggeration is present with phrases like 'gone rogue'.,2,Terms like 'illegal aliens' increase distrust and distance.,3,Claims about registering illegal aliens to sway elections show partisan distortion with emotion or exaggeration.,B
3857,1929,gpt-4o-2024-08-06,tweet,"trump just said the real threat is ""nuclear warming,"" right before accusing President Biden of saying stupid things. 🙄

WTF is nuclear warming?",12,2026-03-16 22:36:12,20260316_1530,2,The tweet includes emotion or exaggeration with 'WTF' and an eye-roll emoji.,1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,2,The tweet uses emotion or exaggeration with 'WTF' and an eye-roll emoji.,2,The tweet uses emotion or exaggeration with 'WTF' and an eye-roll emoji.,1,There is no language that increases distrust or social distance.,2,"The tweet presents a controversial issue with a partisan stance, questioning Trump's statement.",A
